job_id,date,customer_id,tech_id,job_type,revenue,labor_hours,labor_cost,material_cost,is_callback,parent_job_id
J01535,2026-06-07,C0316,T02,Furnace Install,3800.66,1.0,2114.08,2137.9,1,
J01536,2025-11-18,C0228,T05,AC Repair,576.83,2.1,120.0,82.52,0,
J01537,2026-02-02,C0144,T02,Wiring Repair,492.24,1.2,155.33,137.68,0,
J01538,2025-11-12,C0062,T04,Diagnostic,143.96,6.2,43.51,15.27,0,
J01539,2026-03-01,C0058,T01,Furnace Repair,224.77,2.6,74.28,48.54,0,
J01540,2025-11-16,C0246,T10,AC Repair,354.71,2.5,92.09,62.25,1,
J01541,2026-02-07,C0090,T07,Diagnostic,147.97,5.0,30.57,16.66,0,
J01542,2025-11-21,C0104,T08,Electrical Panel Upgrade,3965.24,1.2,954.81,1088.06,0,
J01543,2026-02-15,C0289,T01,AC Repair,802.85,7.7,219.4,117.46,0,
J01544,2025-07-25,C0046,T06,Electrical Panel Upgrade,3414.73,4.2,924.95,453.4,0,
J01545,2026-01-07,C0377,T06,Furnace Repair,512.44,3.8,147.09,89.38,0,
J01546,2025-11-27,C0346,T08,Furnace Repair,461.98,3.5,122.31,101.83,0,
J01547,2025-12-18,C0231,T08,Wiring Repair,727.59,7.0,163.45,78.98,0,
J01548,2026-05-17,C0175,T10,Furnace Repair,460.91,6.8,103.2,119.72,0,
J01549,2025-10-14,C0215,T02,Maintenance,204.37,7.9,57.55,41.67,0,
J01550,2025-11-08,C0351,T04,Furnace Repair,549.07,3.3,119.44,135.28,0,
J01551,2026-04-07,C0337,T09,Maintenance,196.34,2.5,49.61,35.65,0,
J01552,2025-08-24,C0080,T08,Furnace Install,7872.36,7.3,4626.32,4330.97,0,
J01553,2026-03-16,C0074,T08,AC Install,8995.06,5.9,2212.64,2259.2,0,
